91013727,202603,42,2026-01-20,3.49
1088518387,202601,13,2026-01-20,4.11
78417254,202602,17,2026-01-20,4.89
1060859696,202602,20,2026-01-20,3.48
34904073,202601,19,2026-01-20,0.45
1041777743,202602,17,2026-01-20,3.44
37870780,202603,31,2026-01-20,2.97
92314981,202602,28,2026-01-20,4.18
36042779,202602,34,2026-01-20,0.79
1009148135,202602,39,2026-01-20,2.95
74685449,202602,45,2026-01-20,0.71
1007463129,202602,12,2026-01-20,3.62
1066874682,202602,43,2026-01-20,1.99
44930630,202602,7,2026-01-20,0.90
1015997290,202601,43,2026-01-20,0.63
37479988,202603,40,2026-01-20,4.55
63455241,202601,20,2026-01-20,2.69
68402892,202603,45,2026-01-20,4.35
76301903,202603,22,2026-01-20,3.23
1033728860,202603,21,2026-01-20,2.23
1018293032,202603,19,2026-01-20,2.32
1040491430,202602,12,2026-01-20,3.87
1000086015,202602,49,2026-01-20,2.43
51051734,202602,32,2026-01-20,3.05
1052038221,202601,12,2026-01-20,2.01
59684336,202603,49,2026-01-20,3.15
86673567,202602,42,2026-01-20,2.99
1084987411,202602,34,2026-01-20,1.42
1004862355,202603,1,2026-01-20,0.94
35773949,202603,26,2026-01-20,3.27
78113904,202603,39,2026-01-20,4.67
1064990394,202602,45,2026-01-20,0.19
82705109,202602,14,2026-01-20,3.53
1040230117,202602,25,2026-01-20,1.98
34462254,202603,24,2026-01-20,4.03
64614689,202603,7,2026-01-20,0.57
70580850,202601,37,2026-01-20,3.97
76948743,202603,44,2026-01-20,0.02
38820929,202602,2,2026-01-20,1.20
1010077500,202601,42,2026-01-20,4.41
88265238,202602,3,2026-01-20,0.94
44914939,202603,21,2026-01-20,2.68
1025230429,202601,41,2026-01-20,4.80
95359098,202602,43,2026-01-20,2.29
1011030457,202601,44,2026-01-20,1.61
35222911,202603,17,2026-01-20,0.78
1026808848,202601,5,2026-01-20,0.09
54873600,202602,38,2026-01-20,2.69
1080011346,202603,15,2026-01-20,0.28
73026193,202603,13,2026-01-20,1.97
1088170452,202601,19,2026-01-20,1.02
1054487268,202602,15,2026-01-20,3.31
1009359708,202601,8,2026-01-20,3.16
56108478,202602,16,2026-01-20,4.10
1038096136,202601,27,2026-01-20,3.48
32043948,202603,43,2026-01-20,2.27
1027281838,202602,7,2026-01-20,2.27
89746560,202602,7,2026-01-20,3.81
1026551422,202602,4,2026-01-20,3.23
1069218990,202601,23,2026-01-20,2.69
65711867,202602,35,2026-01-20,2.31
1093207323,202602,28,2026-01-20,4.72
1010392420,202602,39,2026-01-20,3.24
1027213465,202602,3,2026-01-20,0.99
74097578,202602,48,2026-01-20,1.11
1024382784,202601,21,2026-01-20,1.03
85642765,202602,11,2026-01-20,1.26
1002829644,202603,36,2026-01-20,4.88
93004933,202603,10,2026-01-20,0.02
1032123638,202603,24,2026-01-20,3.15
1098511909,202603,18,2026-01-20,0.01
1048254071,202603,43,2026-01-20,3.74
1040187595,202603,20,2026-01-20,2.17
35131374,202602,47,2026-01-20,3.73
43563486,202603,35,2026-01-20,3.31
45482286,202602,22,2026-01-20,0.15
31828295,202602,9,2026-01-20,2.67
1041139961,202603,8,2026-01-20,3.40
62156729,202602,8,2026-01-20,2.93
1098413416,202601,28,2026-01-20,2.49
90420408,202601,44,2026-01-20,1.10
73001407,202601,34,2026-01-20,1.85
1045587213,202602,31,2026-01-20,2.07
65711867,202602,2,2026-01-20,4.96
1070515317,202603,39,2026-01-20,2.80
86744391,202601,42,2026-01-20,1.15
37292745,202601,49,2026-01-20,2.75
51303560,202601,8,2026-01-20,2.53
1027213465,202603,45,2026-01-20,1.90
1023086168,202603,12,2026-01-20,4.52
76460888,202602,47,2026-01-20,0.42
87629280,202602,42,2026-01-20,4.56
1067478622,202603,8,2026-01-20,0.07
94526026,202601,13,2026-01-20,4.86
99361815,202601,4,2026-01-20,0.72
1095703108,202601,22,2026-01-20,2.17
1054074612,202601,38,2026-01-20,1.40
1039966927,202603,23,2026-01-20,3.67
1002120812,202602,27,2026-01-20,4.12
97973695,202601,5,2026-01-20,0.54
57194521,202602,28,2026-01-20,4.92
1048487801,202602,34,2026-01-20,2.43
72362140,202603,19,2026-01-20,0.79
35073995,202601,40,2026-01-20,3.72
1018487631,202601,8,2026-01-20,2.67
73126661,202602,4,2026-01-20,4.31
30553536,202603,37,2026-01-20,4.12
1040808977,202603,13,2026-01-20,0.74
71929615,202602,12,2026-01-20,2.32
1074117498,202603,15,2026-01-20,0.84
82705109,202603,38,2026-01-20,2.56
41906079,202602,3,2026-01-20,2.97
42875126,202603,34,2026-01-20,4.79
79909290,202602,14,2026-01-20,4.10
1010570046,202602,39,2026-01-20,0.84
62408844,202602,43,2026-01-20,4.02
74600493,202603,19,2026-01-20,3.29
1088808302,202601,48,2026-01-20,1.24
71115249,202601,20,2026-01-20,2.60
1014820282,202602,46,2026-01-20,4.80
1032123638,202601,7,2026-01-20,1.71
1062130916,202601,39,2026-01-20,4.67
56421173,202601,23,2026-01-20,3.10
94525935,202601,2,2026-01-20,2.34
52359704,202602,19,2026-01-20,1.53
66149954,202603,20,2026-01-20,2.07
51567481,202603,18,2026-01-20,1.53
48947693,202603,27,2026-01-20,2.47
70429370,202601,49,2026-01-20,2.33
63346971,202601,5,2026-01-20,2.13
1066082311,202603,37,2026-01-20,4.02
93543371,202601,4,2026-01-20,2.76
99096725,202603,7,2026-01-20,2.78
98261504,202601,3,2026-01-20,2.65
95029802,202601,23,2026-01-20,4.42
1073198077,202602,25,2026-01-20,2.93
40097276,202601,41,2026-01-20,4.67
66970386,202601,33,2026-01-20,4.35
1070418521,202603,17,2026-01-20,1.48
31356488,202602,2,2026-01-20,1.83
90580198,202603,35,2026-01-20,4.29
1042026671,202601,35,2026-01-20,4.73
1064125477,202603,30,2026-01-20,1.96
1039958147,202601,14,2026-01-20,0.80
1092406382,202602,27,2026-01-20,1.36
1019508259,202601,5,2026-01-20,2.48
96498665,202603,50,2026-01-20,0.71
1064874802,202601,12,2026-01-20,4.74
87233022,202603,36,2026-01-20,2.05
1013942474,202602,19,2026-01-20,4.61
1011204937,202603,1,2026-01-20,4.98
90962093,202603,19,2026-01-20,3.45
1076560650,202601,12,2026-01-20,4.14
86849449,202602,37,2026-01-20,4.18
35950098,202603,9,2026-01-20,1.29
78988140,202602,13,2026-01-20,1.93
41924790,202601,31,2026-01-20,3.11
54762361,202601,41,2026-01-20,3.16
94591597,202602,34,2026-01-20,4.72
44955754,202601,1,2026-01-20,4.71
61357850,202603,30,2026-01-20,4.73
55665422,202602,1,2026-01-20,1.12
82603561,202602,30,2026-01-20,1.36
85650102,202602,38,2026-01-20,0.52
53942964,202603,33,2026-01-20,0.61
1046980959,202601,4,2026-01-20,1.39
1019835942,202602,32,2026-01-20,1.43
91234350,202601,33,2026-01-20,4.66
47657291,202601,18,2026-01-20,4.59
1063042503,202602,25,2026-01-20,3.21
1049111825,202601,50,2026-01-20,1.23
1054373038,202601,26,2026-01-20,3.11
41837899,202602,34,2026-01-20,4.02
1023826764,202601,23,2026-01-20,3.93
42821137,202601,46,2026-01-20,3.79
48824013,202602,30,2026-01-20,3.05
1042951490,202601,49,2026-01-20,1.26
97689312,202601,7,2026-01-20,2.07
77112326,202602,22,2026-01-20,4.16
1022443997,202603,9,2026-01-20,1.45
70641925,202603,32,2026-01-20,2.02
76426305,202603,40,2026-01-20,3.12
62510204,202601,20,2026-01-20,1.55
82940416,202601,41,2026-01-20,3.85
44966494,202601,25,2026-01-20,3.40
1077078920,202602,35,2026-01-20,1.20
1051995866,202602,50,2026-01-20,1.65
70654490,202602,39,2026-01-20,2.47
1083143613,202601,48,2026-01-20,0.55
53207014,202601,49,2026-01-20,0.98
62837923,202603,36,2026-01-20,4.09
85026357,202601,27,2026-01-20,3.37
69785379,202602,38,2026-01-20,2.48
1017979744,202602,12,2026-01-20,0.48
1048487801,202602,5,2026-01-20,0.73
69040432,202603,21,2026-01-20,4.15
1001905345,202601,32,2026-01-20,3.53
1072113108,202603,41,2026-01-20,1.71
92037653,202602,43,2026-01-20,2.17
63758678,202603,15,2026-01-20,4.55
1001503011,202602,37,2026-01-20,3.23
1050371525,202601,21,2026-01-20,2.27
86735109,202602,1,2026-01-20,0.87
1032562339,202603,6,2026-01-20,3.81
1031795545,202603,21,2026-01-20,3.82
1021730302,202602,41,2026-01-20,2.19
1003989065,202602,9,2026-01-20,0.55
1078264320,202602,9,2026-01-20,4.81
1031553355,202602,15,2026-01-20,0.60
34359633,202603,44,2026-01-20,1.90
61538082,202602,37,2026-01-20,2.92
92754237,202602,11,2026-01-20,1.20
47657401,202603,44,2026-01-20,1.78
78342857,202603,2,2026-01-20,2.94
1026850773,202603,4,2026-01-20,3.88
36905413,202601,44,2026-01-20,0.06
1030287042,202601,46,2026-01-20,0.63
1038041649,202602,49,2026-01-20,4.79
64624630,202601,26,2026-01-20,2.61
83317638,202603,43,2026-01-20,3.98
1011303448,202602,21,2026-01-20,4.02
86043827,202602,32,2026-01-20,2.08
1024608446,202602,21,2026-01-20,3.40
99716740,202603,41,2026-01-20,2.29
1024200664,202601,3,2026-01-20,2.72
62485361,202603,13,2026-01-20,2.86
59579017,202602,16,2026-01-20,1.03
1062128987,202603,25,2026-01-20,3.08
64648758,202602,28,2026-01-20,4.89
67742414,202602,46,2026-01-20,4.81
1015934812,202601,1,2026-01-20,1.95
82228900,202601,11,2026-01-20,3.25
99650592,202602,37,2026-01-20,0.87
35806751,202602,25,2026-01-20,2.63
96564448,202603,6,2026-01-20,4.79
80243240,202601,16,2026-01-20,0.41
63346971,202602,45,2026-01-20,3.03
59507309,202602,42,2026-01-20,0.81
1041900517,202601,19,2026-01-20,4.77
1093087038,202603,24,2026-01-20,1.84
1070515317,202601,12,2026-01-20,1.30
91311734,202603,25,2026-01-20,2.64
1015464663,202601,24,2026-01-20,3.11
34014568,202601,1,2026-01-20,1.42
1001539905,202602,12,2026-01-20,0.73
1031177668,202603,47,2026-01-20,2.20
42090061,202601,47,2026-01-20,3.57
66601181,202602,12,2026-01-20,2.50
1064499049,202603,17,2026-01-20,4.05
1027934596,202601,1,2026-01-20,2.53
98831315,202602,13,2026-01-20,4.54
1050613474,202601,22,2026-01-20,0.03
66001675,202601,4,2026-01-20,3.33
1076822960,202602,44,2026-01-20,4.41
1036726494,202603,18,2026-01-20,1.48
1069549588,202603,16,2026-01-20,2.30
64614689,202601,28,2026-01-20,0.93
1000515916,202602,23,2026-01-20,1.36
1022047547,202602,41,2026-01-20,0.65
34901693,202603,44,2026-01-20,3.43
1026100199,202602,2,2026-01-20,1.44
1007463129,202603,7,2026-01-20,2.67
1022458891,202601,23,2026-01-20,1.23
51703321,202603,7,2026-01-20,4.08
1017557197,202602,15,2026-01-20,2.46
1066579240,202603,22,2026-01-20,2.77
1082472153,202601,23,2026-01-20,4.40
1034263787,202601,22,2026-01-20,4.26
90715641,202601,26,2026-01-20,3.18
1062208277,202603,33,2026-01-20,1.29
1057707906,202603,50,2026-01-20,4.13
32043948,202602,17,2026-01-20,3.22
1094403505,202601,42,2026-01-20,1.23
1011130867,202603,24,2026-01-20,4.24
79909290,202603,32,2026-01-20,0.42
69155895,202603,17,2026-01-20,2.60
78383157,202603,48,2026-01-20,4.24
1026850773,202601,17,2026-01-20,3.63
1029620914,202601,22,2026-01-20,2.44
34002599,202601,29,2026-01-20,0.56
1038452621,202601,47,2026-01-20,4.14
88265238,202602,33,2026-01-20,3.17
63730029,202602,6,2026-01-20,4.91
68267024,202602,49,2026-01-20,0.40
1075802881,202601,11,2026-01-20,3.02
1037636012,202601,50,2026-01-20,4.93
88430931,202603,14,2026-01-20,2.41
1027281838,202602,2,2026-01-20,3.93
1088095165,202603,6,2026-01-20,1.13
1080309212,202603,1,2026-01-20,2.19
41304808,202602,24,2026-01-20,2.62
50639458,202603,11,2026-01-20,0.69
1016310381,202601,28,2026-01-20,3.47
1039966927,202602,39,2026-01-20,0.68
1022518339,202603,39,2026-01-20,0.71
65030125,202603,41,2026-01-20,0.69
1002974300,202603,40,2026-01-20,2.78
1090435407,202601,10,2026-01-20,1.18
98942489,202603,38,2026-01-20,3.29
1028957210,202601,41,2026-01-20,4.22
1013876318,202603,46,2026-01-20,3.13
63261843,202602,40,2026-01-20,2.95
76581391,202602,15,2026-01-20,1.64
39235651,202602,10,2026-01-20,4.03
1036051675,202602,24,2026-01-20,4.35
1006408812,202602,31,2026-01-20,3.58
98565600,202603,8,2026-01-20,0.24
58244672,202603,4,2026-01-20,0.91
75703422,202603,49,2026-01-20,3.84
69474510,202602,16,2026-01-20,2.24
62516781,202601,46,2026-01-20,2.66
1078242391,202603,42,2026-01-20,0.31
1067061193,202603,30,2026-01-20,3.77
1089938929,202602,25,2026-01-20,4.36
1001013682,202603,42,2026-01-20,3.46
99026751,202602,13,2026-01-20,3.73
1089789896,202602,5,2026-01-20,2.56
73010775,202602,23,2026-01-20,2.28
99019697,202603,9,2026-01-20,0.65
99755591,202602,50,2026-01-20,4.98
1087824296,202602,31,2026-01-20,1.06
95829872,202601,48,2026-01-20,2.32
47513114,202603,33,2026-01-20,4.74
1037304675,202602,30,2026-01-20,2.38
52786339,202602,49,2026-01-20,5.00
1043464237,202602,10,2026-01-20,0.37
88562685,202602,17,2026-01-20,1.55
46700126,202601,46,2026-01-20,4.70
1013536421,202602,22,2026-01-20,1.59
79525969,202603,9,2026-01-20,4.03
68736525,202601,27,2026-01-20,2.35
1011684510,202603,32,2026-01-20,4.35
1021054865,202603,46,2026-01-20,4.26
1026762399,202601,8,2026-01-20,0.67
67914350,202603,16,2026-01-20,0.78
1048957030,202601,38,2026-01-20,3.01
1016469038,202603,10,2026-01-20,0.91
1041497086,202603,49,2026-01-20,2.13
1048373275,202601,32,2026-01-20,2.85
1092414965,202601,25,2026-01-20,0.87
68477764,202603,33,2026-01-20,2.31
1075316909,202601,49,2026-01-20,2.96
64317839,202603,16,2026-01-20,1.92
1039966927,202602,11,2026-01-20,2.09
1058595161,202601,44,2026-01-20,3.37
65973201,202603,38,2026-01-20,0.22
64359174,202603,6,2026-01-20,2.32
62913159,202602,13,2026-01-20,0.17
67458037,202603,42,2026-01-20,1.51
37300017,202602,49,2026-01-20,4.44
1013308658,202603,41,2026-01-20,1.24
53376426,202602,39,2026-01-20,3.26
45341097,202601,18,2026-01-20,2.25
40431226,202602,31,2026-01-20,2.13
1033728860,202602,33,2026-01-20,4.77
86387940,202603,21,2026-01-20,0.70
1054373038,202601,18,2026-01-20,3.89
1001216343,202603,11,2026-01-20,2.00
1057109781,202601,33,2026-01-20,0.52
1084803150,202601,50,2026-01-20,3.40
1085421995,202601,21,2026-01-20,3.78
89854695,202603,35,2026-01-20,2.83
87558600,202603,41,2026-01-20,4.99
37870780,202603,16,2026-01-20,1.58
90877908,202602,22,2026-01-20,0.58
97072496,202601,13,2026-01-20,2.46
1072008856,202601,7,2026-01-20,0.66
1089641061,202602,14,2026-01-20,0.18
1089641061,202603,14,2026-01-20,2.59
1090511890,202603,28,2026-01-20,3.61
57194521,202601,39,2026-01-20,3.53
1026048432,202603,40,2026-01-20,3.01
50287296,202601,30,2026-01-20,3.89
47183952,202601,14,2026-01-20,3.29
1041591002,202602,3,2026-01-20,3.57
47083516,202601,26,2026-01-20,3.26
1079676549,202601,50,2026-01-20,1.09
79668873,202603,1,2026-01-20,4.05
61089147,202601,40,2026-01-20,1.20
93523443,202602,39,2026-01-20,4.05
1068730203,202601,40,2026-01-20,4.64
1031223806,202603,18,2026-01-20,1.39
60144043,202602,6,2026-01-20,4.91
1098553705,202601,25,2026-01-20,4.18
1079809568,202602,26,2026-01-20,0.29
1062128987,202601,26,2026-01-20,3.10
1030306496,202603,39,2026-01-20,0.60
98229758,202603,40,2026-01-20,0.18
1050858656,202603,2,2026-01-20,2.05
82158631,202602,20,2026-01-20,2.24
1005853650,202602,28,2026-01-20,0.11
1087786041,202602,42,2026-01-20,2.32
34354492,202601,34,2026-01-20,4.53
96351297,202602,26,2026-01-20,2.06
1031932622,202602,1,2026-01-20,2.27
1079453366,202602,4,2026-01-20,3.29
40346170,202603,23,2026-01-20,3.92
91044600,202601,31,2026-01-20,2.17
63232628,202601,43,2026-01-20,1.18
68267024,202601,14,2026-01-20,4.52
52385917,202603,30,2026-01-20,2.62
1038097111,202602,11,2026-01-20,1.66
98634392,202602,15,2026-01-20,2.78
1071786786,202602,49,2026-01-20,1.54
1051472219,202602,20,2026-01-20,4.43
42071246,202601,3,2026-01-20,1.00
34184458,202601,19,2026-01-20,1.79
72849707,202603,16,2026-01-20,0.75
1082450177,202603,50,2026-01-20,2.92
54423154,202603,40,2026-01-20,0.95
1077870472,202601,12,2026-01-20,2.51
67263675,202601,39,2026-01-20,1.52
34663424,202602,20,2026-01-20,2.12
33729364,202602,12,2026-01-20,2.76
1023578217,202603,20,2026-01-20,3.27
51390752,202603,40,2026-01-20,3.46
1021763469,202603,21,2026-01-20,4.89
1052626827,202602,22,2026-01-20,0.43
1052726492,202601,46,2026-01-20,0.35
92278822,202601,25,2026-01-20,0.34
51433462,202603,24,2026-01-20,0.54
1027365641,202603,13,2026-01-20,1.83
1041430202,202601,19,2026-01-20,3.74
90703282,202602,21,2026-01-20,2.99
41498481,202603,23,2026-01-20,4.47
1015934812,202601,41,2026-01-20,1.88
1040795127,202603,15,2026-01-20,3.01
88578950,202602,29,2026-01-20,0.06
38698172,202601,5,2026-01-20,4.08
31828295,202602,18,2026-01-20,2.12
1032220372,202603,11,2026-01-20,3.18
37300017,202602,35,2026-01-20,1.64
1071930853,202602,26,2026-01-20,0.99
1050602460,202603,48,2026-01-20,2.45
1048595120,202601,18,2026-01-20,1.41
1097284635,202601,45,2026-01-20,1.96
95020967,202602,46,2026-01-20,1.52
38953715,202601,17,2026-01-20,1.71
96765015,202603,45,2026-01-20,1.77
1007791337,202601,22,2026-01-20,3.80
65041172,202602,17,2026-01-20,2.92
47942054,202603,44,2026-01-20,0.52
46344567,202603,28,2026-01-20,1.57
1056857568,202601,17,2026-01-20,3.21
1006509194,202603,48,2026-01-20,4.67
1060313103,202601,47,2026-01-20,0.48
93954049,202602,22,2026-01-20,3.94
1015415751,202601,26,2026-01-20,4.75
54423154,202603,25,2026-01-20,0.08
93523443,202601,12,2026-01-20,0.70
78975518,202602,29,2026-01-20,2.56
96990394,202601,25,2026-01-20,3.37
63346971,202602,20,2026-01-20,4.76
1082079125,202601,37,2026-01-20,3.22
1014443871,202601,18,2026-01-20,0.86
1064299708,202601,9,2026-01-20,0.52
78220843,202602,36,2026-01-20,4.84
1012258527,202602,25,2026-01-20,0.72
86120010,202602,8,2026-01-20,4.03
1025988505,202603,15,2026-01-20,3.27
81812105,202603,3,2026-01-20,3.98
1018393308,202603,24,2026-01-20,0.78
73261056,202602,18,2026-01-20,3.63
48088095,202603,34,2026-01-20,1.40
64671555,202601,48,2026-01-20,4.58
1025227220,202601,16,2026-01-20,2.40
83151647,202602,16,2026-01-20,0.74
60559970,202601,18,2026-01-20,3.79
1046931720,202601,13,2026-01-20,4.66
70042714,202601,48,2026-01-20,1.63
1047332279,202601,41,2026-01-20,4.81
1069680920,202602,6,2026-01-20,1.58
1017997122,202603,25,2026-01-20,3.29
1061074521,202602,29,2026-01-20,4.47
1080011346,202603,21,2026-01-20,1.71
1024323642,202602,15,2026-01-20,1.92
1056122941,202603,26,2026-01-20,3.70
83143783,202601,27,2026-01-20,1.46
32357149,202601,49,2026-01-20,0.74
1098272703,202601,11,2026-01-20,2.30
63112736,202601,45,2026-01-20,4.38
33865679,202601,18,2026-01-20,4.56
83049161,202603,38,2026-01-20,1.37
1012258527,202603,21,2026-01-20,1.74
48601507,202601,10,2026-01-20,4.63
91918871,202602,47,2026-01-20,3.26
98145554,202601,41,2026-01-20,2.18
81174416,202603,16,2026-01-20,1.28
92754237,202601,29,2026-01-20,2.61
97116961,202603,12,2026-01-20,3.01
1044218719,202602,24,2026-01-20,0.24
1029056818,202601,39,2026-01-20,2.76
55985844,202603,42,2026-01-20,4.82
1000313422,202602,11,2026-01-20,0.40
1048132678,202602,45,2026-01-20,0.72
38920725,202602,22,2026-01-20,0.61
1009507932,202603,28,2026-01-20,2.32
85611238,202602,13,2026-01-20,0.79
1052184717,202602,46,2026-01-20,2.73
45430373,202601,4,2026-01-20,3.15
49203625,202603,17,2026-01-20,0.43
1097124806,202603,7,2026-01-20,0.14
1014023220,202601,9,2026-01-20,3.51
1069549588,202603,2,2026-01-20,0.83
70858674,202602,48,2026-01-20,4.58
1054283750,202601,21,2026-01-20,4.31
40654840,202602,21,2026-01-20,4.47
64647131,202603,9,2026-01-20,0.21
88762767,202603,26,2026-01-20,1.49
1014277295,202602,41,2026-01-20,0.21
53082141,202601,7,2026-01-20,3.80
64047524,202603,46,2026-01-20,3.62
64047524,202602,41,2026-01-20,0.91
1019464700,202601,9,2026-01-20,4.35
94811347,202603,37,2026-01-20,1.62
1088045613,202602,37,2026-01-20,0.89
37967616,202602,25,2026-01-20,4.67
43113754,202602,1,2026-01-20,0.82
81332007,202603,29,2026-01-20,4.75
1097316225,202602,25,2026-01-20,0.58
1092478936,202601,8,2026-01-20,0.71
64323076,202601,18,2026-01-20,1.75
1043967142,202603,35,2026-01-20,4.82
1022631926,202603,27,2026-01-20,4.52
1095037746,202603,40,2026-01-20,1.23
65100368,202601,47,2026-01-20,4.68
73107866,202601,23,2026-01-20,4.07
1079497428,202601,32,2026-01-20,0.64
69991877,202602,45,2026-01-20,0.32
1019386440,202601,9,2026-01-20,2.43
52714676,202601,37,2026-01-20,0.17
1020381018,202601,48,2026-01-20,0.45
73183706,202603,50,2026-01-20,2.62
97318818,202601,32,2026-01-20,2.51
89376323,202601,28,2026-01-20,1.95
1058384124,202601,16,2026-01-20,3.57
38820929,202602,9,2026-01-20,0.86
1049836471,202602,3,2026-01-20,4.01
73735771,202602,47,2026-01-20,4.72
58938226,202601,47,2026-01-20,3.13
35443820,202603,5,2026-01-20,1.32
1078063649,202601,43,2026-01-20,1.53
76581391,202603,15,2026-01-20,4.77
1079640711,202602,36,2026-01-20,2.13
