1067661792,Isabella,Muñoz,isabella.muñoz1067661792@estudiante.edu.co,2005-12-29,Medellin
81110469,Gabriela,Perez,gabriela.perez81110469@estudiante.edu.co,1997-12-22,Barranquilla
1043627168,Paula,Sanchez,paula.sanchez1043627168@estudiante.edu.co,2007-07-12,Pereira
56269126,Paula,Velasquez,paula.velasquez56269126@estudiante.edu.co,2004-10-06,Pereira
1074815344,Mariana,Rodriguez,mariana.rodriguez1074815344@estudiante.edu.co,2000-06-15,Ibague
63455241,Isabella,Silva,isabella.silva63455241@estudiante.edu.co,2004-03-19,Pereira
71997098,Sofia,Gomez,sofia.gomez71997098@estudiante.edu.co,2007-02-06,Bucaramanga
1059384205,Laura,Gonzalez,laura.gonzalez1059384205@estudiante.edu.co,2003-01-08,Cucuta
72849707,Santiago,Rodriguez,santiago.rodriguez72849707@estudiante.edu.co,2005-01-03,Bucaramanga
52577495,Mateo,Velasquez,mateo.velasquez52577495@estudiante.edu.co,2000-01-07,Cucuta
30540432,Isabella,Torres,isabella.torres30540432@estudiante.edu.co,1996-07-07,Cali
1004510521,Mateo,Sanchez,mateo.sanchez1004510521@estudiante.edu.co,2006-02-26,Cartagena
1044134363,Carlos,Lopez,carlos.lopez1044134363@estudiante.edu.co,2005-10-08,Cartagena
1084283579,Santiago,Velasquez,santiago.velasquez1084283579@estudiante.edu.co,2001-09-28,Cali
1043772907,Isabella,Velasquez,isabella.velasquez1043772907@estudiante.edu.co,1996-02-25,Ibague
1039440026,Alejandro,Perez,alejandro.perez1039440026@estudiante.edu.co,2000-07-02,Ibague
85816939,Mateo,Martinez,mateo.martinez85816939@estudiante.edu.co,2006-09-06,Barranquilla
1077295382,Paula,Garcia,paula.garcia1077295382@estudiante.edu.co,2000-10-30,Manizales
1032013020,Mateo,Perez,mateo.perez1032013020@estudiante.edu.co,1996-02-03,Medellin
97427352,Daniel,Velasquez,daniel.velasquez97427352@estudiante.edu.co,1998-08-05,Cucuta
1009359708,Carlos,Lopez,carlos.lopez1009359708@estudiante.edu.co,1995-01-19,Cucuta
1098345343,Mateo,Rojas,mateo.rojas1098345343@estudiante.edu.co,2001-02-17,Barranquilla
79909290,Sofia,Martinez,sofia.martinez79909290@estudiante.edu.co,1998-05-03,Barranquilla
89931821,Alejandro,Rojas,alejandro.rojas89931821@estudiante.edu.co,2002-06-02,Ibague
49035236,Gabriela,Gomez,gabriela.gomez49035236@estudiante.edu.co,2004-11-27,Ibague
49235216,Mariana,Silva,mariana.silva49235216@estudiante.edu.co,2006-06-06,Cucuta
1063075625,Santiago,Ramirez,santiago.ramirez1063075625@estudiante.edu.co,2003-12-14,Ibague
1021730302,Laura,Garcia,laura.garcia1021730302@estudiante.edu.co,1995-09-12,Ibague
99019697,Andres,Gomez,andres.gomez99019697@estudiante.edu.co,1996-01-15,Cucuta
1048957030,Valentina,Garcia,valentina.garcia1048957030@estudiante.edu.co,2005-07-27,Manizales
53067488,Santiago,Gomez,santiago.gomez53067488@estudiante.edu.co,2002-05-02,Manizales
87635988,Mateo,Velasquez,mateo.velasquez87635988@estudiante.edu.co,2002-03-07,Bucaramanga
1069218990,Laura,Rojas,laura.rojas1069218990@estudiante.edu.co,2007-04-23,Cali
82826845,Mateo,Martinez,mateo.martinez82826845@estudiante.edu.co,1997-01-04,Cucuta
1080309212,Alejandro,Silva,alejandro.silva1080309212@estudiante.edu.co,2002-08-10,Pereira
1098163197,Gabriela,Torres,gabriela.torres1098163197@estudiante.edu.co,1997-09-12,Medellin
90077507,Paula,Gomez,paula.gomez90077507@estudiante.edu.co,2000-01-20,Ibague
1087119873,Gabriela,Ramirez,gabriela.ramirez1087119873@estudiante.edu.co,2007-03-12,Bogota
63112736,Paula,Gonzalez,paula.gonzalez63112736@estudiante.edu.co,2004-08-06,Bogota
1000515916,Isabella,Torres,isabella.torres1000515916@estudiante.edu.co,2001-10-03,Cucuta
1093085257,Santiago,Rodriguez,santiago.rodriguez1093085257@estudiante.edu.co,2002-09-05,Medellin
1054026847,Valentina,Sanchez,valentina.sanchez1054026847@estudiante.edu.co,1999-04-09,Barranquilla
80919837,Daniel,Rodriguez,daniel.rodriguez80919837@estudiante.edu.co,2006-08-03,Barranquilla
82423046,Mariana,Garcia,mariana.garcia82423046@estudiante.edu.co,2002-06-23,Barranquilla
36588466,Carlos,Sanchez,carlos.sanchez36588466@estudiante.edu.co,2007-04-19,Ibague
1091946881,Juan,Gomez,juan.gomez1091946881@estudiante.edu.co,2003-11-08,Manizales
65084601,Camila,Rodriguez,camila.rodriguez65084601@estudiante.edu.co,2007-02-23,Cucuta
1040187595,Juan,Garcia,juan.garcia1040187595@estudiante.edu.co,2003-09-20,Ibague
1083728775,Valentina,Lopez,valentina.lopez1083728775@estudiante.edu.co,1995-07-11,Cucuta
1053724209,Santiago,Torres,santiago.torres1053724209@estudiante.edu.co,2002-08-04,Ibague
1039958147,Laura,Perez,laura.perez1039958147@estudiante.edu.co,2002-05-21,Bogota
32804296,Paula,Martinez,paula.martinez32804296@estudiante.edu.co,1998-01-31,Cucuta
1057372629,Laura,Ramirez,laura.ramirez1057372629@estudiante.edu.co,2006-04-18,Ibague
73656762,Gabriela,Muñoz,gabriela.muñoz73656762@estudiante.edu.co,1995-11-08,Manizales
1088045613,Carlos,Martinez,carlos.martinez1088045613@estudiante.edu.co,1997-03-13,Barranquilla
1093650566,Gabriela,Silva,gabriela.silva1093650566@estudiante.edu.co,2000-02-20,Pereira
1001013682,Valentina,Silva,valentina.silva1001013682@estudiante.edu.co,2002-11-04,Cartagena
1046707660,Mariana,Torres,mariana.torres1046707660@estudiante.edu.co,2004-02-16,Bogota
1084004136,Gabriela,Garcia,gabriela.garcia1084004136@estudiante.edu.co,1995-10-07,Pereira
63878754,Laura,Muñoz,laura.muñoz63878754@estudiante.edu.co,2002-08-26,Ibague
98958958,Isabella,Rojas,isabella.rojas98958958@estudiante.edu.co,2004-11-12,Cucuta
53812026,Sofia,Torres,sofia.torres53812026@estudiante.edu.co,2006-12-04,Bogota
1086852058,Paula,Silva,paula.silva1086852058@estudiante.edu.co,2003-09-20,Bucaramanga
1061074521,Gabriela,Muñoz,gabriela.muñoz1061074521@estudiante.edu.co,1998-11-17,Pereira
1020804309,Laura,Ramirez,laura.ramirez1020804309@estudiante.edu.co,2005-04-03,Bucaramanga
1002047778,Sofia,Ramirez,sofia.ramirez1002047778@estudiante.edu.co,1997-01-01,Ibague
84464699,Alejandro,Gonzalez,alejandro.gonzalez84464699@estudiante.edu.co,2003-07-30,Medellin
50412415,Camila,Muñoz,camila.muñoz50412415@estudiante.edu.co,2000-12-19,Cartagena
98987809,Mariana,Garcia,mariana.garcia98987809@estudiante.edu.co,2001-06-13,Ibague
41304808,Isabella,Martinez,isabella.martinez41304808@estudiante.edu.co,2006-06-21,Barranquilla
59755790,Santiago,Silva,santiago.silva59755790@estudiante.edu.co,1997-09-09,Pereira
95351628,Mateo,Sanchez,mateo.sanchez95351628@estudiante.edu.co,1997-06-13,Cartagena
1034303678,Daniel,Ramirez,daniel.ramirez1034303678@estudiante.edu.co,2005-08-23,Pereira
48088095,Santiago,Ramirez,santiago.ramirez48088095@estudiante.edu.co,2001-12-03,Cali
1072267196,Gabriela,Perez,gabriela.perez1072267196@estudiante.edu.co,2004-03-07,Barranquilla
41995668,Camila,Velasquez,camila.velasquez41995668@estudiante.edu.co,1999-01-29,Ibague
56421173,Mariana,Rodriguez,mariana.rodriguez56421173@estudiante.edu.co,2007-09-22,Cali
1070761861,Isabella,Lopez,isabella.lopez1070761861@estudiante.edu.co,2007-03-20,Barranquilla
1010513867,Carlos,Rojas,carlos.rojas1010513867@estudiante.edu.co,2003-08-20,Bogota
46765905,Alejandro,Garcia,alejandro.garcia46765905@estudiante.edu.co,2000-03-07,Ibague
1032926267,Mateo,Lopez,mateo.lopez1032926267@estudiante.edu.co,2006-12-04,Cucuta
1056191849,Mariana,Muñoz,mariana.muñoz1056191849@estudiante.edu.co,2002-07-26,Pereira
1044085115,Carlos,Gonzalez,carlos.gonzalez1044085115@estudiante.edu.co,1996-08-03,Manizales
1067478622,Santiago,Gonzalez,santiago.gonzalez1067478622@estudiante.edu.co,2006-08-12,Ibague
74259539,Juan,Ramirez,juan.ramirez74259539@estudiante.edu.co,2002-04-26,Cucuta
93362860,Laura,Perez,laura.perez93362860@estudiante.edu.co,2004-06-14,Bogota
73345986,Daniel,Sanchez,daniel.sanchez73345986@estudiante.edu.co,1995-01-01,Cali
89376323,Andres,Gonzalez,andres.gonzalez89376323@estudiante.edu.co,2002-02-09,Ibague
53999454,Laura,Gomez,laura.gomez53999454@estudiante.edu.co,2004-06-12,Cartagena
88806881,Isabella,Rojas,isabella.rojas88806881@estudiante.edu.co,1998-01-03,Pereira
90398238,Andres,Perez,andres.perez90398238@estudiante.edu.co,1999-08-17,Manizales
57709800,Laura,Sanchez,laura.sanchez57709800@estudiante.edu.co,2007-12-21,Cartagena
39615299,Gabriela,Velasquez,gabriela.velasquez39615299@estudiante.edu.co,2007-11-07,Bucaramanga
93987346,Juan,Rojas,juan.rojas93987346@estudiante.edu.co,1996-12-26,Medellin
1098966937,Sofia,Lopez,sofia.lopez1098966937@estudiante.edu.co,1995-11-27,Bucaramanga
44304488,Alejandro,Perez,alejandro.perez44304488@estudiante.edu.co,2006-04-03,Cucuta
70429370,Carlos,Lopez,carlos.lopez70429370@estudiante.edu.co,1999-04-04,Cartagena
1046980959,Carlos,Torres,carlos.torres1046980959@estudiante.edu.co,1995-04-26,Pereira
1057406362,Paula,Gomez,paula.gomez1057406362@estudiante.edu.co,1999-11-14,Cucuta
71035797,Gabriela,Martinez,gabriela.martinez71035797@estudiante.edu.co,2000-03-06,Pereira
30994944,Alejandro,Gomez,alejandro.gomez30994944@estudiante.edu.co,2004-04-30,Ibague
40654840,Andres,Gonzalez,andres.gonzalez40654840@estudiante.edu.co,2000-02-16,Cucuta
1083800935,Mateo,Torres,mateo.torres1083800935@estudiante.edu.co,2000-08-23,Manizales
93756030,Camila,Muñoz,camila.muñoz93756030@estudiante.edu.co,2004-05-19,Bogota
1065222609,Santiago,Torres,santiago.torres1065222609@estudiante.edu.co,2002-06-24,Cali
66108221,Mariana,Perez,mariana.perez66108221@estudiante.edu.co,2005-12-10,Cali
1085693696,Santiago,Muñoz,santiago.muñoz1085693696@estudiante.edu.co,1996-05-26,Medellin
85716687,Daniel,Ramirez,daniel.ramirez85716687@estudiante.edu.co,2006-04-14,Cali
30468493,Paula,Ramirez,paula.ramirez30468493@estudiante.edu.co,1998-11-13,Cali
96394944,Santiago,Rodriguez,santiago.rodriguez96394944@estudiante.edu.co,2003-11-19,Cali
1048547187,Mariana,Lopez,mariana.lopez1048547187@estudiante.edu.co,2004-08-14,Pereira
1090811995,Paula,Gomez,paula.gomez1090811995@estudiante.edu.co,2004-04-27,Cucuta
51544527,Juan,Garcia,juan.garcia51544527@estudiante.edu.co,2006-05-30,Barranquilla
64323076,Mariana,Gomez,mariana.gomez64323076@estudiante.edu.co,2007-09-06,Bogota
88397680,Carlos,Muñoz,carlos.muñoz88397680@estudiante.edu.co,1999-06-16,Ibague
98229758,Gabriela,Rojas,gabriela.rojas98229758@estudiante.edu.co,2004-01-23,Medellin
52385917,Isabella,Velasquez,isabella.velasquez52385917@estudiante.edu.co,1998-10-07,Cali
43483634,Juan,Gonzalez,juan.gonzalez43483634@estudiante.edu.co,1999-08-19,Cali
65367855,Paula,Sanchez,paula.sanchez65367855@estudiante.edu.co,2002-12-22,Manizales
54996836,Paula,Ramirez,paula.ramirez54996836@estudiante.edu.co,1999-12-12,Barranquilla
80031278,Isabella,Sanchez,isabella.sanchez80031278@estudiante.edu.co,2001-08-18,Cartagena
1016029302,Juan,Perez,juan.perez1016029302@estudiante.edu.co,2000-02-21,Ibague
1053680053,Laura,Gomez,laura.gomez1053680053@estudiante.edu.co,2006-06-22,Barranquilla
1079455975,Gabriela,Martinez,gabriela.martinez1079455975@estudiante.edu.co,2003-11-18,Cartagena
63798600,Gabriela,Gonzalez,gabriela.gonzalez63798600@estudiante.edu.co,2006-06-23,Bucaramanga
1092217316,Daniel,Perez,daniel.perez1092217316@estudiante.edu.co,2002-08-01,Barranquilla
72922474,Andres,Perez,andres.perez72922474@estudiante.edu.co,2004-09-13,Manizales
37354048,Mateo,Gonzalez,mateo.gonzalez37354048@estudiante.edu.co,1999-11-04,Bucaramanga
1075230692,Valentina,Lopez,valentina.lopez1075230692@estudiante.edu.co,1998-04-08,Barranquilla
1027381382,Andres,Muñoz,andres.muñoz1027381382@estudiante.edu.co,2004-08-01,Bucaramanga
84581832,Laura,Sanchez,laura.sanchez84581832@estudiante.edu.co,1997-05-10,Pereira
1029047003,Santiago,Sanchez,santiago.sanchez1029047003@estudiante.edu.co,1997-01-29,Ibague
55123142,Laura,Sanchez,laura.sanchez55123142@estudiante.edu.co,1997-06-18,Bogota
43329365,Gabriela,Ramirez,gabriela.ramirez43329365@estudiante.edu.co,2004-05-11,Cali
59154632,Isabella,Ramirez,isabella.ramirez59154632@estudiante.edu.co,2001-10-29,Manizales
34684181,Juan,Ramirez,juan.ramirez34684181@estudiante.edu.co,2003-06-01,Bucaramanga
34816427,Isabella,Gonzalez,isabella.gonzalez34816427@estudiante.edu.co,1997-02-25,Medellin
1033498238,Andres,Muñoz,andres.muñoz1033498238@estudiante.edu.co,2003-06-30,Bucaramanga
1048421953,Santiago,Rojas,santiago.rojas1048421953@estudiante.edu.co,2005-03-07,Cali
80699602,Mateo,Muñoz,mateo.muñoz80699602@estudiante.edu.co,2005-04-30,Cucuta
1010913086,Camila,Torres,camila.torres1010913086@estudiante.edu.co,2007-03-22,Ibague
90877908,Valentina,Rojas,valentina.rojas90877908@estudiante.edu.co,2003-01-14,Cartagena
88999789,Carlos,Sanchez,carlos.sanchez88999789@estudiante.edu.co,2007-11-16,Cali
37870780,Laura,Rojas,laura.rojas37870780@estudiante.edu.co,2003-01-21,Cucuta
1040491430,Paula,Garcia,paula.garcia1040491430@estudiante.edu.co,1996-07-29,Barranquilla
54298582,Valentina,Velasquez,valentina.velasquez54298582@estudiante.edu.co,1995-01-06,Bucaramanga
1032361673,Sofia,Gonzalez,sofia.gonzalez1032361673@estudiante.edu.co,2007-04-05,Pereira
1011773913,Juan,Martinez,juan.martinez1011773913@estudiante.edu.co,2002-05-30,Bucaramanga
52778943,Mariana,Torres,mariana.torres52778943@estudiante.edu.co,1996-06-19,Medellin
1083939734,Mateo,Velasquez,mateo.velasquez1083939734@estudiante.edu.co,2000-07-10,Cucuta
99361815,Paula,Sanchez,paula.sanchez99361815@estudiante.edu.co,2007-05-09,Ibague
61091396,Santiago,Muñoz,santiago.muñoz61091396@estudiante.edu.co,1998-07-10,Cali
62206948,Laura,Perez,laura.perez62206948@estudiante.edu.co,2004-06-27,Cali
40121993,Santiago,Lopez,santiago.lopez40121993@estudiante.edu.co,1999-03-17,Cartagena
1004848577,Valentina,Gomez,valentina.gomez1004848577@estudiante.edu.co,2007-07-07,Cucuta
81058060,Alejandro,Sanchez,alejandro.sanchez81058060@estudiante.edu.co,1997-05-21,Medellin
1091881701,Andres,Silva,andres.silva1091881701@estudiante.edu.co,2007-07-13,Medellin
35131374,Daniel,Martinez,daniel.martinez35131374@estudiante.edu.co,2005-09-08,Ibague
1015309191,Andres,Gonzalez,andres.gonzalez1015309191@estudiante.edu.co,1998-03-13,Cucuta
92380611,Alejandro,Perez,alejandro.perez92380611@estudiante.edu.co,2002-03-03,Barranquilla
52034969,Mateo,Silva,mateo.silva52034969@estudiante.edu.co,2007-11-03,Pereira
1040902876,Juan,Sanchez,juan.sanchez1040902876@estudiante.edu.co,2007-09-11,Bogota
81363480,Juan,Rodriguez,juan.rodriguez81363480@estudiante.edu.co,2007-06-03,Pereira
74685449,Laura,Ramirez,laura.ramirez74685449@estudiante.edu.co,1998-08-19,Pereira
1085913988,Mateo,Ramirez,mateo.ramirez1085913988@estudiante.edu.co,2001-12-19,Pereira
50012713,Mateo,Gomez,mateo.gomez50012713@estudiante.edu.co,1997-12-05,Manizales
49658313,Carlos,Muñoz,carlos.muñoz49658313@estudiante.edu.co,1995-09-18,Bogota
1073587102,Carlos,Martinez,carlos.martinez1073587102@estudiante.edu.co,2001-12-21,Medellin
31621386,Andres,Perez,andres.perez31621386@estudiante.edu.co,1999-06-22,Bogota
1097546783,Santiago,Gonzalez,santiago.gonzalez1097546783@estudiante.edu.co,2005-04-23,Pereira
55768895,Carlos,Martinez,carlos.martinez55768895@estudiante.edu.co,2001-04-28,Pereira
76246987,Isabella,Rojas,isabella.rojas76246987@estudiante.edu.co,2007-11-29,Pereira
42323166,Andres,Lopez,andres.lopez42323166@estudiante.edu.co,2001-03-09,Cali
75628971,Isabella,Lopez,isabella.lopez75628971@estudiante.edu.co,1998-10-01,Cucuta
1066414079,Mateo,Lopez,mateo.lopez1066414079@estudiante.edu.co,2006-05-15,Bogota
1057667898,Santiago,Torres,santiago.torres1057667898@estudiante.edu.co,2001-01-29,Barranquilla
1098834222,Sofia,Velasquez,sofia.velasquez1098834222@estudiante.edu.co,2007-09-02,Cali
1097036630,Isabella,Ramirez,isabella.ramirez1097036630@estudiante.edu.co,1995-01-21,Manizales
1015578600,Daniel,Silva,daniel.silva1015578600@estudiante.edu.co,2002-07-06,Barranquilla
1075452110,Andres,Gonzalez,andres.gonzalez1075452110@estudiante.edu.co,2003-02-28,Bogota
1028270250,Sofia,Velasquez,sofia.velasquez1028270250@estudiante.edu.co,1996-08-18,Bogota
1011085344,Valentina,Silva,valentina.silva1011085344@estudiante.edu.co,2001-10-18,Cali
81174416,Paula,Torres,paula.torres81174416@estudiante.edu.co,1996-01-12,Pereira
44703443,Carlos,Torres,carlos.torres44703443@estudiante.edu.co,2003-06-13,Barranquilla
1015609202,Mariana,Silva,mariana.silva1015609202@estudiante.edu.co,2002-07-17,Bogota
82104971,Laura,Muñoz,laura.muñoz82104971@estudiante.edu.co,1996-12-27,Barranquilla
85002747,Juan,Martinez,juan.martinez85002747@estudiante.edu.co,2002-08-13,Cartagena
1051326221,Santiago,Rojas,santiago.rojas1051326221@estudiante.edu.co,2003-06-17,Ibague
61153119,Andres,Sanchez,andres.sanchez61153119@estudiante.edu.co,2002-12-09,Ibague
1013104630,Camila,Rojas,camila.rojas1013104630@estudiante.edu.co,1998-04-14,Cali
1094023671,Gabriela,Sanchez,gabriela.sanchez1094023671@estudiante.edu.co,2001-11-03,Cartagena
1044642607,Alejandro,Torres,alejandro.torres1044642607@estudiante.edu.co,2001-09-21,Cali
1021229417,Isabella,Rodriguez,isabella.rodriguez1021229417@estudiante.edu.co,2000-09-25,Medellin
49532258,Alejandro,Torres,alejandro.torres49532258@estudiante.edu.co,1995-07-10,Cucuta
1079497428,Valentina,Rojas,valentina.rojas1079497428@estudiante.edu.co,1996-05-18,Cali
82877226,Mariana,Silva,mariana.silva82877226@estudiante.edu.co,2006-04-21,Bucaramanga
49912182,Alejandro,Silva,alejandro.silva49912182@estudiante.edu.co,1997-02-12,Ibague
1046078740,Isabella,Silva,isabella.silva1046078740@estudiante.edu.co,2004-02-23,Medellin
1014725119,Alejandro,Perez,alejandro.perez1014725119@estudiante.edu.co,1999-12-26,Pereira
1066578975,Paula,Muñoz,paula.muñoz1066578975@estudiante.edu.co,1999-11-17,Bucaramanga
1085409859,Camila,Garcia,camila.garcia1085409859@estudiante.edu.co,2001-10-02,Medellin
1098254550,Isabella,Gonzalez,isabella.gonzalez1098254550@estudiante.edu.co,1996-04-19,Manizales
1070857598,Alejandro,Lopez,alejandro.lopez1070857598@estudiante.edu.co,2007-04-16,Cartagena
1011130867,Alejandro,Garcia,alejandro.garcia1011130867@estudiante.edu.co,2000-06-02,Bucaramanga
1070551659,Valentina,Silva,valentina.silva1070551659@estudiante.edu.co,1996-02-17,Bucaramanga
55798556,Paula,Lopez,paula.lopez55798556@estudiante.edu.co,2003-07-06,Bogota
1056765063,Juan,Muñoz,juan.muñoz1056765063@estudiante.edu.co,2005-11-20,Cucuta
92461949,Mariana,Rojas,mariana.rojas92461949@estudiante.edu.co,2007-03-25,Barranquilla
1030618836,Paula,Rodriguez,paula.rodriguez1030618836@estudiante.edu.co,1995-10-08,Barranquilla
1078264320,Isabella,Muñoz,isabella.muñoz1078264320@estudiante.edu.co,2007-03-08,Pereira
42396474,Carlos,Gomez,carlos.gomez42396474@estudiante.edu.co,1996-12-06,Barranquilla
41906079,Mateo,Perez,mateo.perez41906079@estudiante.edu.co,2006-10-03,Bogota
45877626,Mateo,Silva,mateo.silva45877626@estudiante.edu.co,2006-05-17,Bucaramanga
1016888363,Sofia,Rodriguez,sofia.rodriguez1016888363@estudiante.edu.co,1997-05-19,Cucuta
1024934590,Carlos,Rojas,carlos.rojas1024934590@estudiante.edu.co,2004-01-14,Cucuta
66896239,Daniel,Ramirez,daniel.ramirez66896239@estudiante.edu.co,2001-09-20,Cartagena
33729364,Paula,Velasquez,paula.velasquez33729364@estudiante.edu.co,1997-06-09,Medellin
40992656,Alejandro,Torres,alejandro.torres40992656@estudiante.edu.co,1996-09-13,Pereira
1059990455,Isabella,Silva,isabella.silva1059990455@estudiante.edu.co,2001-09-22,Bucaramanga
67032401,Mariana,Garcia,mariana.garcia67032401@estudiante.edu.co,2000-09-22,Cali
77626532,Alejandro,Perez,alejandro.perez77626532@estudiante.edu.co,2001-03-01,Ibague
1097178454,Isabella,Gonzalez,isabella.gonzalez1097178454@estudiante.edu.co,2001-01-30,Bucaramanga
1018604773,Carlos,Torres,carlos.torres1018604773@estudiante.edu.co,1999-01-15,Manizales
1074665827,Mateo,Rojas,mateo.rojas1074665827@estudiante.edu.co,2000-09-18,Cartagena
93162395,Camila,Torres,camila.torres93162395@estudiante.edu.co,1999-01-15,Bogota
51244434,Gabriela,Ramirez,gabriela.ramirez51244434@estudiante.edu.co,2003-10-23,Cali
90841881,Mariana,Torres,mariana.torres90841881@estudiante.edu.co,2004-10-13,Cartagena
1018686873,Mariana,Silva,mariana.silva1018686873@estudiante.edu.co,1997-09-23,Bucaramanga
1067172956,Andres,Lopez,andres.lopez1067172956@estudiante.edu.co,2005-12-28,Bucaramanga
1047607426,Andres,Muñoz,andres.muñoz1047607426@estudiante.edu.co,1998-03-09,Barranquilla
1050613474,Sofia,Garcia,sofia.garcia1050613474@estudiante.edu.co,2003-10-21,Cucuta
99976655,Paula,Velasquez,paula.velasquez99976655@estudiante.edu.co,2002-04-25,Cali
93523443,Carlos,Sanchez,carlos.sanchez93523443@estudiante.edu.co,2006-03-23,Barranquilla
96765015,Mateo,Rojas,mateo.rojas96765015@estudiante.edu.co,2000-07-18,Medellin
1007791337,Mateo,Martinez,mateo.martinez1007791337@estudiante.edu.co,1996-10-29,Pereira
1012105202,Daniel,Perez,daniel.perez1012105202@estudiante.edu.co,2003-04-14,Pereira
35380072,Laura,Sanchez,laura.sanchez35380072@estudiante.edu.co,1995-02-09,Manizales
45501204,Alejandro,Torres,alejandro.torres45501204@estudiante.edu.co,1999-07-29,Barranquilla
77992280,Gabriela,Gonzalez,gabriela.gonzalez77992280@estudiante.edu.co,2000-12-14,Cali
1017997122,Daniel,Lopez,daniel.lopez1017997122@estudiante.edu.co,2005-04-30,Manizales
53980260,Juan,Silva,juan.silva53980260@estudiante.edu.co,1995-01-29,Pereira
50201838,Camila,Gonzalez,camila.gonzalez50201838@estudiante.edu.co,2000-03-28,Ibague
97862826,Valentina,Perez,valentina.perez97862826@estudiante.edu.co,2000-12-17,Pereira
75225951,Alejandro,Sanchez,alejandro.sanchez75225951@estudiante.edu.co,2006-03-26,Manizales
1008974896,Sofia,Martinez,sofia.martinez1008974896@estudiante.edu.co,2007-01-21,Cucuta
44966494,Mateo,Martinez,mateo.martinez44966494@estudiante.edu.co,2006-06-09,Cartagena
42427991,Valentina,Martinez,valentina.martinez42427991@estudiante.edu.co,2006-05-16,Cartagena
92618776,Camila,Silva,camila.silva92618776@estudiante.edu.co,1997-12-21,Cucuta
1011303448,Juan,Muñoz,juan.muñoz1011303448@estudiante.edu.co,1999-03-10,Cucuta
92773944,Santiago,Velasquez,santiago.velasquez92773944@estudiante.edu.co,1998-12-17,Pereira
1048608777,Santiago,Perez,santiago.perez1048608777@estudiante.edu.co,2002-08-01,Pereira
1021054865,Mateo,Gomez,mateo.gomez1021054865@estudiante.edu.co,1996-10-23,Cucuta
65734320,Paula,Rojas,paula.rojas65734320@estudiante.edu.co,2003-02-17,Pereira
